	sponsor	cosponsor
9030	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Trone, David J. [D-MD-6]
9031	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Magaziner, Seth [D-RI-2]
9032	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Ivey, Glenn [D-MD-4]
9033	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Crockett, Jasmine [D-TX-30]
9034	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Miller, Mary E. [R-IL-15]
9035	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Kuster, Ann M. [D-NH-2]
9036	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Titus, Dina [D-NV-1]
9037	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Crow, Jason [D-CO-6]
9038	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Cárdenas, Tony [D-CA-29]
9039	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Brown, Shontel M. [D-OH-11]
9040	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Molinaro, Marcus J. [R-NY-19]
9041	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Lawler, Michael [R-NY-17]
9042	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Turner, Michael R. [R-OH-10]
9043	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Horsford, Steven [D-NV-4]
9044	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Goldman, Daniel S. [D-NY-10]
9045	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Cohen, Steve [D-TN-9]
9046	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Mullin, Kevin [D-CA-15]
9047	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Sorensen, Eric [D-IL-17]
9048	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Davis, Donald G. [D-NC-1]
9049	Rep. Weber, Randy K., Sr. [R-TX-14]	"Rep. García, Jesús G. ""Chuy"" [D-IL-4]"
9050	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Kelly, Robin L. [D-IL-2]
9051	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Carbajal, Salud O. [D-CA-24]
9052	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Caraveo, Yadira [D-CO-8]
9053	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Lynch, Stephen F. [D-MA-8]
9054	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Krishnamoorthi, Raja [D-IL-8]
9055	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Neguse, Joe [D-CO-2]
9056	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Brownley, Julia [D-CA-26]
9057	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Schakowsky, Janice D. [D-IL-9]
9058	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. DeSaulnier, Mark [D-CA-10]
9059	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Sherman, Brad [D-CA-32]
9060	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Scholten, Hillary J. [D-MI-3]
9061	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Fitzpatrick, Brian K. [R-PA-1]
9062	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Jackson Lee, Sheila [D-TX-18]
9063	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Bacon, Don [R-NE-2]
9064	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Hayes, Jahana [D-CT-5]
9065	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Frankel, Lois [D-FL-22]
9066	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Mrvan, Frank J. [D-IN-1]
9067	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Kean, Thomas H. [R-NJ-7]
9068	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Garamendi, John [D-CA-8]
9069	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Lieu, Ted [D-CA-36]
9070	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Landsman, Greg [D-OH-1]
9071	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Gomez, Jimmy [D-CA-34]
9072	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Stansbury, Melanie A. [D-NM-1]
9073	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Deluzio, Christopher R. [D-PA-17]
9074	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Blunt Rochester, Lisa [D-DE-At Large]
9075	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Bush, Cori [D-MO-1]
9076	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Lamborn, Doug [R-CO-5]
9077	Rep. Weber, Randy K., Sr. [R-TX-14]	"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"
9078	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Nehls, Troy E. [R-TX-22]
9079	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Carter, John R. [R-TX-31]
9080	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Babin, Brian [R-TX-36]
9081	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Ramirez, Delia C. [D-IL-3]
9082	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Ruiz, Raul [D-CA-25]
9083	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. McGovern, James P. [D-MA-2]
9084	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Dingell, Debbie [D-MI-6]
9085	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Phillips, Dean [D-MN-3]
9086	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Raskin, Jamie [D-MD-8]
9087	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Schiff, Adam B. [D-CA-28]
9088	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Kildee, Daniel T. [D-MI-8]
9089	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Nickel, Wiley [D-NC-13]
9090	Rep. Feenstra, Randy [R-IA-4]	Rep. Van Orden, Derrick [R-WI-3]
9091	Rep. Feenstra, Randy [R-IA-4]	Rep. Lawler, Michael [R-NY-17]
9092	Rep. Feenstra, Randy [R-IA-4]	Rep. Guest, Michael [R-MS-3]
9093	Rep. Feenstra, Randy [R-IA-4]	Rep. Higgins, Clay [R-LA-3]
9094	Rep. Feenstra, Randy [R-IA-4]	Rep. Jackson, Ronny [R-TX-13]
9095	Rep. Feenstra, Randy [R-IA-4]	Rep. Bacon, Don [R-NE-2]
9096	Rep. Feenstra, Randy [R-IA-4]	Rep. Steube, W. Gregory [R-FL-17]
9097	Rep. Feenstra, Randy [R-IA-4]	Rep. Chavez-DeRemer, Lori [R-OR-5]
9098	Rep. Feenstra, Randy [R-IA-4]	Rep. Flood, Mike [R-NE-1]
9099	Rep. Feenstra, Randy [R-IA-4]	Rep. Miller-Meeks, Mariannette [R-IA-1]
9100	Rep. Feenstra, Randy [R-IA-4]	Rep. Nunn, Zachary [R-IA-3]
9101	Rep. Horsford, Steven [D-NV-4]	Rep. Houlahan, Chrissy [D-PA-6]
9102	Rep. Horsford, Steven [D-NV-4]	Rep. Salazar, Maria Elvira [R-FL-27]
9103	Rep. Trone, David J. [D-MD-6]	Rep. Turner, Michael R. [R-OH-10]
9104	Rep. Trone, David J. [D-MD-6]	Rep. Rutherford, John H. [R-FL-5]
9105	Rep. Trone, David J. [D-MD-6]	Rep. Tonko, Paul [D-NY-20]
9106	Rep. Trone, David J. [D-MD-6]	Rep. Meuser, Daniel [R-PA-9]
9107	Rep. Trone, David J. [D-MD-6]	Rep. Bice, Stephanie I. [R-OK-5]
9108	Rep. Trone, David J. [D-MD-6]	Rep. Bacon, Don [R-NE-2]
9109	Rep. Trone, David J. [D-MD-6]	Rep. Joyce, David P. [R-OH-14]
9110	Rep. Trone, David J. [D-MD-6]	Rep. Moulton, Seth [D-MA-6]
9111	Rep. Trone, David J. [D-MD-6]	Rep. Phillips, Dean [D-MN-3]
9112	Rep. Trone, David J. [D-MD-6]	Rep. Blunt Rochester, Lisa [D-DE-At Large]
9113	Rep. Trone, David J. [D-MD-6]	Rep. McCollum, Betty [D-MN-4]
9114	Rep. Trone, David J. [D-MD-6]	Rep. Cárdenas, Tony [D-CA-29]
9115	Rep. Trone, David J. [D-MD-6]	Rep. Kuster, Ann M. [D-NH-2]
9116	Rep. Trone, David J. [D-MD-6]	Del. Norton, Eleanor Holmes [D-DC-At Large]
9117	Rep. Trone, David J. [D-MD-6]	Rep. Lieu, Ted [D-CA-36]
9118	Rep. Trone, David J. [D-MD-6]	Rep. Harder, Josh [D-CA-9]
9119	Rep. Trone, David J. [D-MD-6]	Rep. Wenstrup, Brad R. [R-OH-2]
9120	Rep. Trone, David J. [D-MD-6]	Rep. Mace, Nancy [R-SC-1]
9121	Rep. Trone, David J. [D-MD-6]	Rep. Crenshaw, Dan [R-TX-2]
9122	Rep. Trone, David J. [D-MD-6]	Rep. Weber, Randy K., Sr. [R-TX-14]
9123	Rep. Trone, David J. [D-MD-6]	Rep. Cole, Tom [R-OK-4]
9124	Rep. Trone, David J. [D-MD-6]	Rep. Bilirakis, Gus M. [R-FL-12]
9125	Rep. Trone, David J. [D-MD-6]	Rep. Pettersen, Brittany [D-CO-7]
9126	Rep. Trone, David J. [D-MD-6]	Rep. Johnson, Bill [R-OH-6]
9127	Rep. Trone, David J. [D-MD-6]	Rep. Goldman, Daniel S. [D-NY-10]
9128	Rep. Trone, David J. [D-MD-6]	Rep. Garcia, Mike [R-CA-27]
9129	Rep. Trone, David J. [D-MD-6]	Rep. Barragan, Nanette Diaz [D-CA-44]
9130	Rep. Trone, David J. [D-MD-6]	Rep. Obernolte, Jay [R-CA-23]
9131	Rep. Trone, David J. [D-MD-6]	Rep. Fitzpatrick, Brian K. [R-PA-1]
9132	Rep. Trone, David J. [D-MD-6]	Rep. Crockett, Jasmine [D-TX-30]
9133	Rep. Trone, David J. [D-MD-6]	Rep. Gottheimer, Josh [D-NJ-5]
9134	Rep. Trone, David J. [D-MD-6]	Del. Moylan, James C. [R-GU-At Large]
9135	Rep. Trone, David J. [D-MD-6]	Rep. Balderson, Troy [R-OH-12]
9136	Rep. Trone, David J. [D-MD-6]	Rep. Slotkin, Elissa [D-MI-7]
9137	Rep. Trone, David J. [D-MD-6]	Rep. Perez, Marie Gluesenkamp [D-WA-3]
9138	Rep. Trone, David J. [D-MD-6]	Rep. Nickel, Wiley [D-NC-13]
9139	Rep. Trone, David J. [D-MD-6]	Rep. Gonzales, Tony [R-TX-23]
9140	Rep. Trone, David J. [D-MD-6]	Rep. Molinaro, Marcus J. [R-NY-19]
9141	Rep. Trone, David J. [D-MD-6]	Rep. Craig, Angie [D-MN-2]
9142	Rep. Trone, David J. [D-MD-6]	Rep. Ciscomani, Juan [R-AZ-6]
9143	Rep. Trone, David J. [D-MD-6]	Rep. Dunn, Neal P. [R-FL-2]
9144	Rep. Trone, David J. [D-MD-6]	Rep. Finstad, Brad [R-MN-1]
9145	Rep. Trone, David J. [D-MD-6]	Rep. Curtis, John R. [R-UT-3]
9146	Rep. Trone, David J. [D-MD-6]	Rep. McGovern, James P. [D-MA-2]
9147	Rep. Trone, David J. [D-MD-6]	Rep. Peters, Scott H. [D-CA-50]
9148	Rep. Trone, David J. [D-MD-6]	Rep. Van Drew, Jefferson [R-NJ-2]
9149	Rep. Trone, David J. [D-MD-6]	Rep. DeGette, Diana [D-CO-1]
9150	Rep. Trone, David J. [D-MD-6]	Rep. Carter, Troy [D-LA-2]
9151	Rep. Trone, David J. [D-MD-6]	Rep. Scanlon, Mary Gay [D-PA-5]
9152	Rep. Trone, David J. [D-MD-6]	Rep. Lofgren, Zoe [D-CA-18]
9153	Rep. Trone, David J. [D-MD-6]	Rep. Norcross, Donald [D-NJ-1]
9154	Rep. Trone, David J. [D-MD-6]	Rep. Levin, Mike [D-CA-49]
9155	Rep. Trone, David J. [D-MD-6]	Rep. Costa, Jim [D-CA-21]
9156	Rep. Trone, David J. [D-MD-6]	Rep. Kim, Young [R-CA-40]
9157	Rep. Trone, David J. [D-MD-6]	Rep. Quigley, Mike [D-IL-5]
9158	Rep. Trone, David J. [D-MD-6]	Rep. Krishnamoorthi, Raja [D-IL-8]
9159	Rep. Trone, David J. [D-MD-6]	Rep. Napolitano, Grace F. [D-CA-31]
9160	Rep. Trone, David J. [D-MD-6]	Rep. Salinas, Andrea [D-OR-6]
9161	Rep. Trone, David J. [D-MD-6]	Rep. Case, Ed [D-HI-1]
9162	Rep. Trone, David J. [D-MD-6]	Rep. McClellan, Jennifer L. [D-VA-4]
9163	Rep. Trone, David J. [D-MD-6]	Rep. Caraveo, Yadira [D-CO-8]
9164	Rep. Trone, David J. [D-MD-6]	Rep. Kamlager-Dove, Sydney [D-CA-37]
9165	Rep. Trone, David J. [D-MD-6]	Rep. Gosar, Paul A. [R-AZ-9]
9166	Rep. Trone, David J. [D-MD-6]	Rep. Nadler, Jerrold [D-NY-12]
9167	Rep. Trone, David J. [D-MD-6]	Rep. Waters, Maxine [D-CA-43]
9168	Rep. Trone, David J. [D-MD-6]	Rep. Smith, Adam [D-WA-9]
9169	Rep. Trone, David J. [D-MD-6]	Rep. Dingell, Debbie [D-MI-6]
9170	Rep. Trone, David J. [D-MD-6]	Rep. Hoyle, Val T. [D-OR-4]
9171	Rep. Trone, David J. [D-MD-6]	Rep. Cammack, Kat [R-FL-3]
9172	Rep. Trone, David J. [D-MD-6]	Rep. DelBene, Suzan K. [D-WA-1]
9173	Rep. Trone, David J. [D-MD-6]	Rep. Porter, Katie [D-CA-47]
9174	Rep. Trone, David J. [D-MD-6]	Rep. Lawler, Michael [R-NY-17]
9175	Rep. Trone, David J. [D-MD-6]	Rep. Tlaib, Rashida [D-MI-12]
9176	Rep. Trone, David J. [D-MD-6]	Rep. Soto, Darren [D-FL-9]
9177	Rep. Trone, David J. [D-MD-6]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
9178	Rep. Trone, David J. [D-MD-6]	Rep. Watson Coleman, Bonnie [D-NJ-12]
9179	Rep. Trone, David J. [D-MD-6]	Rep. Stansbury, Melanie A. [D-NM-1]
9180	Rep. Trone, David J. [D-MD-6]	Rep. Wasserman Schultz, Debbie [D-FL-25]
9181	Rep. Trone, David J. [D-MD-6]	Rep. Budzinski, Nikki [D-IL-13]
9182	Rep. Trone, David J. [D-MD-6]	Rep. Brownley, Julia [D-CA-26]
9183	Rep. Trone, David J. [D-MD-6]	Rep. Davids, Sharice [D-KS-3]
9184	Rep. Trone, David J. [D-MD-6]	Rep. Larsen, Rick [D-WA-2]
9185	Rep. Trone, David J. [D-MD-6]	Rep. Bonamici, Suzanne [D-OR-1]
9186	Rep. Trone, David J. [D-MD-6]	Rep. Omar, Ilhan [D-MN-5]
9187	Rep. Trone, David J. [D-MD-6]	Rep. Doggett, Lloyd [D-TX-37]
9188	Rep. Trone, David J. [D-MD-6]	Rep. Horsford, Steven [D-NV-4]
9189	Rep. Trone, David J. [D-MD-6]	Rep. Thompson, Mike [D-CA-4]
9190	Rep. Gaetz, Matt [R-FL-1]	Rep. Wagner, Ann [R-MO-2]
9191	Rep. Gaetz, Matt [R-FL-1]	Rep. Dunn, Neal P. [R-FL-2]
9192	Rep. Gaetz, Matt [R-FL-1]	Rep. Omar, Ilhan [D-MN-5]
9193	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
9194	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
9195	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
9196	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
9197	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
9198	Rep. Tonko, Paul [D-NY-20]	Rep. Peters, Scott H. [D-CA-50]
9199	Rep. Tonko, Paul [D-NY-20]	Rep. Lieu, Ted [D-CA-36]
9200	Rep. Tonko, Paul [D-NY-20]	Rep. Mullin, Kevin [D-CA-15]
9201	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Kim, Young [R-CA-40]
9202	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Smucker, Lloyd [R-PA-11]
9203	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Bacon, Don [R-NE-2]
9204	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Miller-Meeks, Mariannette [R-IA-1]
9205	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Graves, Garret [R-LA-6]
9206	Rep. Bice, Stephanie I. [R-OK-5]	Rep. Garbarino, Andrew R. [R-NY-2]
9207	Rep. Owens, Burgess [R-UT-4]	Rep. Bean, Aaron [R-FL-4]
9208	Rep. Owens, Burgess [R-UT-4]	Rep. McClain, Lisa C. [R-MI-9]
9209	Rep. Feenstra, Randy [R-IA-4]	Rep. Bost, Mike [R-IL-12]
9210	Rep. Feenstra, Randy [R-IA-4]	Rep. Self, Keith [R-TX-3]
9211	Rep. Larson, John B. [D-CT-1]	Rep. Kim, Andy [D-NJ-3]
9212	Rep. Larson, John B. [D-CT-1]	Rep. Lynch, Stephen F. [D-MA-8]
9213	Rep. Larson, John B. [D-CT-1]	Rep. Jackson Lee, Sheila [D-TX-18]
9214	Rep. Larson, John B. [D-CT-1]	Rep. Scanlon, Mary Gay [D-PA-5]
9215	Rep. Larson, John B. [D-CT-1]	Rep. Kilmer, Derek [D-WA-6]
9216	Rep. Larson, John B. [D-CT-1]	Rep. Casten, Sean [D-IL-6]
9217	Rep. Larson, John B. [D-CT-1]	Del. Norton, Eleanor Holmes [D-DC-At Large]
9218	Rep. Larson, John B. [D-CT-1]	Rep. Courtney, Joe [D-CT-2]
9219	Rep. Larson, John B. [D-CT-1]	Rep. Chu, Judy [D-CA-28]
9220	Rep. Larson, John B. [D-CT-1]	Rep. Escobar, Veronica [D-TX-16]
9221	Rep. Larson, John B. [D-CT-1]	Rep. Gottheimer, Josh [D-NJ-5]
9222	Rep. Larson, John B. [D-CT-1]	Rep. DelBene, Suzan K. [D-WA-1]
9223	Rep. Larson, John B. [D-CT-1]	Rep. Kelly, Robin L. [D-IL-2]
9224	Rep. Larson, John B. [D-CT-1]	Rep. Titus, Dina [D-NV-1]
9225	Rep. Larson, John B. [D-CT-1]	Rep. Pocan, Mark [D-WI-2]
9226	Rep. Larson, John B. [D-CT-1]	Rep. Swalwell, Eric [D-CA-14]
9227	Rep. Larson, John B. [D-CT-1]	Rep. Watson Coleman, Bonnie [D-NJ-12]
9228	Rep. Larson, John B. [D-CT-1]	Rep. Panetta, Jimmy [D-CA-19]
9229	Rep. Larson, John B. [D-CT-1]	Rep. Quigley, Mike [D-IL-5]
9230	Rep. Larson, John B. [D-CT-1]	Rep. Garamendi, John [D-CA-8]
9231	Rep. Larson, John B. [D-CT-1]	Rep. Krishnamoorthi, Raja [D-IL-8]
9232	Rep. Larson, John B. [D-CT-1]	Rep. Moulton, Seth [D-MA-6]
9233	Rep. Larson, John B. [D-CT-1]	Rep. Carbajal, Salud O. [D-CA-24]
9234	Rep. Larson, John B. [D-CT-1]	Rep. Kuster, Ann M. [D-NH-2]
9235	Rep. Larson, John B. [D-CT-1]	Rep. Sarbanes, John P. [D-MD-3]
9236	Rep. Larson, John B. [D-CT-1]	Rep. Moore, Gwen [D-WI-4]
9237	Rep. Larson, John B. [D-CT-1]	Rep. Neguse, Joe [D-CO-2]
9238	Rep. Larson, John B. [D-CT-1]	Rep. DeGette, Diana [D-CO-1]
9239	Rep. Larson, John B. [D-CT-1]	Rep. McGovern, James P. [D-MA-2]
9240	Rep. Larson, John B. [D-CT-1]	Rep. Jackson, Jeff [D-NC-14]
9241	Rep. Larson, John B. [D-CT-1]	Rep. Hayes, Jahana [D-CT-5]
9242	Rep. Larson, John B. [D-CT-1]	Rep. Raskin, Jamie [D-MD-8]
9243	Rep. Larson, John B. [D-CT-1]	Rep. Allred, Colin Z. [D-TX-32]
9244	Rep. Larson, John B. [D-CT-1]	Rep. Trone, David J. [D-MD-6]
9245	Rep. Tokuda, Jill N. [D-HI-2]	Del. Moylan, James C. [R-GU-At Large]
9246	Rep. Tokuda, Jill N. [D-HI-2]	Rep. Case, Ed [D-HI-1]
9247	Rep. Tokuda, Jill N. [D-HI-2]	Rep. Peltola, Mary Sattler [D-AK-At Large]
9248	Rep. Feenstra, Randy [R-IA-4]	Rep. Bacon, Don [R-NE-2]
9249	Rep. Feenstra, Randy [R-IA-4]	Rep. Lawler, Michael [R-NY-17]
9250	Rep. Feenstra, Randy [R-IA-4]	Rep. Tenney, Claudia [R-NY-24]
9251	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Tonko, Paul [D-NY-20]
9252	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Hinson, Ashley [R-IA-2]
9253	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Bucshon, Larry [R-IN-8]
9254	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Trahan, Lori [D-MA-3]
9255	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Mann, Tracey [R-KS-1]
9256	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Posey, Bill [R-FL-8]
9257	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Harshbarger, Diana [R-TN-1]
9258	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Smith, Adrian [R-NE-3]
9259	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Sewell, Terri A. [D-AL-7]
9260	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Meuser, Daniel [R-PA-9]
9261	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Tenney, Claudia [R-NY-24]
9262	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Miller, Carol D. [R-WV-1]
9263	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Bilirakis, Gus M. [R-FL-12]
9264	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Thompson, Glenn [R-PA-15]
9265	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Mrvan, Frank J. [D-IN-1]
9266	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Aderholt, Robert B. [R-AL-4]
9267	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Nunn, Zachary [R-IA-3]
9268	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Moore, Blake D. [R-UT-1]
9269	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Arrington, Jodey C. [R-TX-19]
9270	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Carl, Jerry L. [R-AL-1]
9271	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Jackson, Ronny [R-TX-13]
9272	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Nickel, Wiley [D-NC-13]
9273	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Scott, Austin [R-GA-8]
9274	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Finstad, Brad [R-MN-1]
9275	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Murphy, Gregory F. [R-NC-3]
9276	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Lee, Summer L. [D-PA-12]
9277	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Carson, André [D-IN-7]
9278	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Suozzi, Thomas R. [D-NY-3]
9279	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Feenstra, Randy [R-IA-4]
9280	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Phillips, Dean [D-MN-3]
9281	Rep. Miller-Meeks, Mariannette [R-IA-1]	Rep. Kustoff, David [R-TN-8]
9282	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
9283	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
9284	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
9285	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
9286	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
9287	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
9288	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
9289	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
9290	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
9291	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
9292	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Kelly, Mike [R-PA-16]
9293	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Deluzio, Christopher R. [D-PA-17]
9294	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Boyle, Brendan F. [D-PA-2]
9295	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Thompson, Glenn [R-PA-15]
9296	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Evans, Dwight [D-PA-3]
9297	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Zinke, Ryan K. [R-MT-1]
9298	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Mast, Brian J. [R-FL-21]
9299	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Weber, Randy K., Sr. [R-TX-14]
9300	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Gosar, Paul A. [R-AZ-9]
9301	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Meuser, Daniel [R-PA-9]
9302	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Lee, Summer L. [D-PA-12]
9303	Rep. Reschenthaler, Guy [R-PA-14]	Rep. Hill, J. French [R-AR-2]
9304	Rep. Khanna, Ro [D-CA-17]	Rep. Porter, Katie [D-CA-47]
9305	Rep. Khanna, Ro [D-CA-17]	Rep. Takano, Mark [D-CA-39]
9306	Rep. Khanna, Ro [D-CA-17]	Rep. Grijalva, Raúl M. [D-AZ-7]
9307	Rep. Khanna, Ro [D-CA-17]	Rep. Frost, Maxwell [D-FL-10]
9308	Rep. Khanna, Ro [D-CA-17]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
9309	Rep. Khanna, Ro [D-CA-17]	Rep. Watson Coleman, Bonnie [D-NJ-12]
9310	Rep. Khanna, Ro [D-CA-17]	Rep. Jackson, Jonathan L. [D-IL-1]
9311	Rep. Khanna, Ro [D-CA-17]	Rep. Deluzio, Christopher R. [D-PA-17]
9312	Rep. Khanna, Ro [D-CA-17]	Rep. Lee, Barbara [D-CA-12]
9313	Rep. Khanna, Ro [D-CA-17]	"Rep. García, Jesús G. ""Chuy"" [D-IL-4]"
9314	Rep. Khanna, Ro [D-CA-17]	Rep. Tokuda, Jill N. [D-HI-2]
9315	Rep. Panetta, Jimmy [D-CA-19]	Rep. Murphy, Gregory F. [R-NC-3]
9316	Rep. Panetta, Jimmy [D-CA-19]	Rep. Kuster, Ann M. [D-NH-2]
9317	Rep. Panetta, Jimmy [D-CA-19]	Rep. Schneider, Bradley Scott [D-IL-10]
9318	Rep. Panetta, Jimmy [D-CA-19]	Rep. Fitzpatrick, Brian K. [R-PA-1]
