	sponsor	cosponsor
300	Rep. Issa, Darrell E. [R-CA-48]	Rep. Goldman, Daniel S. [D-NY-10]
301	Rep. Issa, Darrell E. [R-CA-48]	Rep. Carbajal, Salud O. [D-CA-24]
302	Rep. Issa, Darrell E. [R-CA-48]	Rep. Kim, Young [R-CA-40]
303	Rep. Issa, Darrell E. [R-CA-48]	Rep. Hoyle, Val T. [D-OR-4]
304	Rep. Issa, Darrell E. [R-CA-48]	Rep. Duarte, John S. [R-CA-13]
305	Rep. Issa, Darrell E. [R-CA-48]	Rep. Kiley, Kevin [R-CA-3]
306	Rep. Issa, Darrell E. [R-CA-48]	Rep. Tokuda, Jill N. [D-HI-2]
307	Rep. Issa, Darrell E. [R-CA-48]	Rep. Castro, Joaquin [D-TX-20]
308	Rep. Issa, Darrell E. [R-CA-48]	Rep. Davis, Donald G. [D-NC-1]
309	Rep. Issa, Darrell E. [R-CA-48]	Rep. Courtney, Joe [D-CT-2]
310	Rep. Issa, Darrell E. [R-CA-48]	Rep. Suozzi, Thomas R. [D-NY-3]
311	Rep. Issa, Darrell E. [R-CA-48]	Rep. DeSaulnier, Mark [D-CA-10]
312	Rep. Issa, Darrell E. [R-CA-48]	Rep. Neguse, Joe [D-CO-2]
313	Rep. Issa, Darrell E. [R-CA-48]	Rep. Porter, Katie [D-CA-47]
314	Rep. Issa, Darrell E. [R-CA-48]	Rep. DelBene, Suzan K. [D-WA-1]
315	Rep. Issa, Darrell E. [R-CA-48]	Rep. Rutherford, John H. [R-FL-5]
316	Rep. Issa, Darrell E. [R-CA-48]	Rep. Levin, Mike [D-CA-49]
317	Rep. Issa, Darrell E. [R-CA-48]	Rep. Finstad, Brad [R-MN-1]
318	Rep. Issa, Darrell E. [R-CA-48]	Rep. Veasey, Marc A. [D-TX-33]
319	Rep. Issa, Darrell E. [R-CA-48]	Rep. Vasquez, Gabe [D-NM-2]
320	Rep. Gosar, Paul A. [R-AZ-9]	Rep. Massie, Thomas [R-KY-4]
321	Rep. Gosar, Paul A. [R-AZ-9]	Rep. Hageman, Harriet M. [R-WY-At Large]
322	Rep. Krishnamoorthi, Raja [D-IL-8]	Rep. Wasserman Schultz, Debbie [D-FL-25]
323	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
324	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
325	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
326	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
327	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
328	Rep. Bonamici, Suzanne [D-OR-1]	Rep. Newhouse, Dan [R-WA-4]
329	Rep. Bonamici, Suzanne [D-OR-1]	Rep. Duarte, John S. [R-CA-13]
330	Rep. Bonamici, Suzanne [D-OR-1]	Rep. Tokuda, Jill N. [D-HI-2]
331	Rep. Bonamici, Suzanne [D-OR-1]	Rep. Valadao, David G. [R-CA-22]
332	Rep. Bonamici, Suzanne [D-OR-1]	Rep. Curtis, John R. [R-UT-3]
333	"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN-3]"	Rep. Balderson, Troy [R-OH-12]
334	Rep. Jayapal, Pramila [D-WA-7]	Rep. Cárdenas, Tony [D-CA-29]
335	Rep. Jayapal, Pramila [D-WA-7]	Rep. Adams, Alma S. [D-NC-12]
336	Rep. Jayapal, Pramila [D-WA-7]	Rep. Auchincloss, Jake [D-MA-4]
337	Rep. Jayapal, Pramila [D-WA-7]	Rep. Barragan, Nanette Diaz [D-CA-44]
338	Rep. Jayapal, Pramila [D-WA-7]	Rep. Beyer, Donald S., Jr. [D-VA-8]
339	Rep. Jayapal, Pramila [D-WA-7]	Rep. Blumenauer, Earl [D-OR-3]
340	Rep. Jayapal, Pramila [D-WA-7]	Rep. Bonamici, Suzanne [D-OR-1]
341	Rep. Jayapal, Pramila [D-WA-7]	Rep. Bowman, Jamaal [D-NY-16]
342	Rep. Jayapal, Pramila [D-WA-7]	Rep. Carbajal, Salud O. [D-CA-24]
343	Rep. Jayapal, Pramila [D-WA-7]	Rep. Carson, Andre [D-IN-7]
344	Rep. Jayapal, Pramila [D-WA-7]	Rep. Casar, Greg [D-TX-35]
345	Rep. Jayapal, Pramila [D-WA-7]	Rep. Casten, Sean [D-IL-6]
346	Rep. Jayapal, Pramila [D-WA-7]	Rep. Castor, Kathy [D-FL-14]
347	Rep. Jayapal, Pramila [D-WA-7]	Rep. Castro, Joaquin [D-TX-20]
348	Rep. Jayapal, Pramila [D-WA-7]	Rep. Cherfilus-McCormick, Sheila [D-FL-20]
349	Rep. Jayapal, Pramila [D-WA-7]	Rep. Chu, Judy [D-CA-28]
350	Rep. Jayapal, Pramila [D-WA-7]	Rep. Clarke, Yvette D. [D-NY-9]
351	Rep. Jayapal, Pramila [D-WA-7]	Rep. Cleaver, Emanuel [D-MO-5]
352	Rep. Jayapal, Pramila [D-WA-7]	Rep. Cohen, Steve [D-TN-9]
353	Rep. Jayapal, Pramila [D-WA-7]	Rep. Connolly, Gerald E. [D-VA-11]
354	Rep. Jayapal, Pramila [D-WA-7]	Rep. Correa, J. Luis [D-CA-46]
355	Rep. Jayapal, Pramila [D-WA-7]	Rep. Crow, Jason [D-CO-6]
356	Rep. Jayapal, Pramila [D-WA-7]	Rep. Dean, Madeleine [D-PA-4]
357	Rep. Jayapal, Pramila [D-WA-7]	Rep. DeGette, Diana [D-CO-1]
358	Rep. Jayapal, Pramila [D-WA-7]	Rep. DelBene, Suzan K. [D-WA-1]
359	Rep. Jayapal, Pramila [D-WA-7]	Rep. DeSaulnier, Mark [D-CA-10]
360	Rep. Jayapal, Pramila [D-WA-7]	Rep. Doggett, Lloyd [D-TX-37]
361	Rep. Jayapal, Pramila [D-WA-7]	Rep. Escobar, Veronica [D-TX-16]
362	Rep. Jayapal, Pramila [D-WA-7]	Rep. Espaillat, Adriano [D-NY-13]
363	Rep. Jayapal, Pramila [D-WA-7]	Rep. Evans, Dwight [D-PA-3]
364	Rep. Jayapal, Pramila [D-WA-7]	Rep. Foushee, Valerie P. [D-NC-4]
365	Rep. Jayapal, Pramila [D-WA-7]	Rep. Frankel, Lois [D-FL-22]
366	Rep. Jayapal, Pramila [D-WA-7]	Rep. Gallego, Ruben [D-AZ-3]
367	Rep. Jayapal, Pramila [D-WA-7]	Rep. Garcia, Robert [D-CA-42]
368	Rep. Jayapal, Pramila [D-WA-7]	"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]"
369	Rep. Jayapal, Pramila [D-WA-7]	Rep. Garcia, Sylvia R. [D-TX-29]
370	Rep. Jayapal, Pramila [D-WA-7]	Rep. Gomez, Jimmy [D-CA-34]
371	Rep. Jayapal, Pramila [D-WA-7]	Rep. Grijalva, Raúl M. [D-AZ-7]
372	Rep. Jayapal, Pramila [D-WA-7]	Rep. Hayes, Jahana [D-CT-5]
373	Rep. Jayapal, Pramila [D-WA-7]	Rep. Huffman, Jared [D-CA-2]
374	Rep. Jayapal, Pramila [D-WA-7]	Rep. Ivey, Glenn [D-MD-4]
375	Rep. Jayapal, Pramila [D-WA-7]	Rep. Jacobs, Sara [D-CA-51]
376	Rep. Jayapal, Pramila [D-WA-7]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"
377	Rep. Jayapal, Pramila [D-WA-7]	Rep. Kamlager-Dove, Sydney [D-CA-37]
378	Rep. Jayapal, Pramila [D-WA-7]	Rep. Kelly, Robin L. [D-IL-2]
379	Rep. Jayapal, Pramila [D-WA-7]	Rep. Khanna, Ro [D-CA-17]
380	Rep. Jayapal, Pramila [D-WA-7]	Rep. Kilmer, Derek [D-WA-6]
381	Rep. Jayapal, Pramila [D-WA-7]	Rep. Lee, Barbara [D-CA-12]
382	Rep. Jayapal, Pramila [D-WA-7]	Rep. Lee, Summer L. [D-PA-12]
383	Rep. Jayapal, Pramila [D-WA-7]	Rep. Lieu, Ted [D-CA-36]
384	Rep. Jayapal, Pramila [D-WA-7]	Rep. Lofgren, Zoe [D-CA-18]
385	Rep. Jayapal, Pramila [D-WA-7]	Rep. McGovern, James P. [D-MA-2]
386	Rep. Jayapal, Pramila [D-WA-7]	Rep. Menendez, Robert [D-NJ-8]
387	Rep. Jayapal, Pramila [D-WA-7]	Rep. Meng, Grace [D-NY-6]
388	Rep. Jayapal, Pramila [D-WA-7]	Rep. Moore, Gwen [D-WI-4]
389	Rep. Jayapal, Pramila [D-WA-7]	Rep. Moulton, Seth [D-MA-6]
390	Rep. Jayapal, Pramila [D-WA-7]	Rep. Mullin, Kevin [D-CA-15]
391	Rep. Jayapal, Pramila [D-WA-7]	Rep. Nadler, Jerrold [D-NY-12]
392	Rep. Jayapal, Pramila [D-WA-7]	Rep. Napolitano, Grace F. [D-CA-31]
393	Rep. Jayapal, Pramila [D-WA-7]	Del. Norton, Eleanor Holmes [D-DC-At Large]
394	Rep. Jayapal, Pramila [D-WA-7]	Rep. Omar, Ilhan [D-MN-5]
395	Rep. Jayapal, Pramila [D-WA-7]	Rep. Panetta, Jimmy [D-CA-19]
396	Rep. Jayapal, Pramila [D-WA-7]	Rep. Payne, Donald M., Jr. [D-NJ-10]
397	Rep. Jayapal, Pramila [D-WA-7]	Rep. Peters, Scott H. [D-CA-50]
398	Rep. Jayapal, Pramila [D-WA-7]	Rep. Pingree, Chellie [D-ME-1]
399	Rep. Jayapal, Pramila [D-WA-7]	Rep. Pocan, Mark [D-WI-2]
400	Rep. Jayapal, Pramila [D-WA-7]	Rep. Porter, Katie [D-CA-47]
401	Rep. Jayapal, Pramila [D-WA-7]	Rep. Pressley, Ayanna [D-MA-7]
402	Rep. Jayapal, Pramila [D-WA-7]	Rep. Quigley, Mike [D-IL-5]
403	Rep. Jayapal, Pramila [D-WA-7]	Rep. Ramirez, Delia C. [D-IL-3]
404	Rep. Jayapal, Pramila [D-WA-7]	Rep. Raskin, Jamie [D-MD-8]
405	Rep. Jayapal, Pramila [D-WA-7]	Rep. Salinas, Andrea [D-OR-6]
406	Rep. Jayapal, Pramila [D-WA-7]	Rep. Sánchez, Linda T. [D-CA-38]
407	Rep. Jayapal, Pramila [D-WA-7]	Rep. Scanlon, Mary Gay [D-PA-5]
408	Rep. Jayapal, Pramila [D-WA-7]	Rep. Schakowsky, Janice D. [D-IL-9]
409	Rep. Jayapal, Pramila [D-WA-7]	Rep. Schiff, Adam B. [D-CA-30]
410	Rep. Jayapal, Pramila [D-WA-7]	Rep. Sewell, Terri A. [D-AL-7]
411	Rep. Jayapal, Pramila [D-WA-7]	Rep. Sherman, Brad [D-CA-32]
412	Rep. Jayapal, Pramila [D-WA-7]	Rep. Smith, Adam [D-WA-9]
413	Rep. Jayapal, Pramila [D-WA-7]	Rep. Soto, Darren [D-FL-9]
414	Rep. Jayapal, Pramila [D-WA-7]	Rep. Stansbury, Melanie Ann [D-NM-1]
415	Rep. Jayapal, Pramila [D-WA-7]	Rep. Swalwell, Eric [D-CA-14]
416	Rep. Jayapal, Pramila [D-WA-7]	Rep. Takano, Mark [D-CA-39]
417	Rep. Jayapal, Pramila [D-WA-7]	Rep. Thanedar, Shri [D-MI-13]
418	Rep. Jayapal, Pramila [D-WA-7]	Rep. Titus, Dina [D-NV-1]
419	Rep. Jayapal, Pramila [D-WA-7]	Rep. Tlaib, Rashida [D-MI-12]
420	Rep. Jayapal, Pramila [D-WA-7]	Rep. Tokuda, Jill N. [D-HI-2]
421	Rep. Jayapal, Pramila [D-WA-7]	Rep. Torres, Ritchie [D-NY-15]
422	Rep. Jayapal, Pramila [D-WA-7]	Rep. Torres, Norma J. [D-CA-35]
423	Rep. Jayapal, Pramila [D-WA-7]	Rep. Trahan, Lori [D-MA-3]
424	Rep. Jayapal, Pramila [D-WA-7]	Rep. Trone, David J. [D-MD-6]
425	Rep. Jayapal, Pramila [D-WA-7]	Rep. Vargas, Juan [D-CA-52]
426	Rep. Jayapal, Pramila [D-WA-7]	Rep. Veasey, Marc A. [D-TX-33]
427	Rep. Jayapal, Pramila [D-WA-7]	Rep. Velazquez, Nydia M. [D-NY-7]
428	Rep. Jayapal, Pramila [D-WA-7]	Rep. Wasserman Schultz, Debbie [D-FL-25]
429	Rep. Jayapal, Pramila [D-WA-7]	Rep. Watson Coleman, Bonnie [D-NJ-12]
430	Rep. Jayapal, Pramila [D-WA-7]	Rep. Williams, Nikema [D-GA-5]
431	Rep. Jayapal, Pramila [D-WA-7]	Rep. Wilson, Frederica S. [D-FL-24]
432	Rep. Jayapal, Pramila [D-WA-7]	Rep. Phillips, Dean [D-MN-3]
433	Rep. Jayapal, Pramila [D-WA-7]	Rep. Pascrell, Bill, Jr. [D-NJ-9]
434	Rep. Jayapal, Pramila [D-WA-7]	Rep. Ross, Deborah K. [D-NC-2]
435	Rep. Jayapal, Pramila [D-WA-7]	Rep. Balint, Becca [D-VT-At Large]
436	Rep. Jayapal, Pramila [D-WA-7]	Rep. Levin, Mike [D-CA-49]
437	Rep. Jayapal, Pramila [D-WA-7]	Rep. Neguse, Joe [D-CO-2]
438	Rep. Jayapal, Pramila [D-WA-7]	Rep. Ruiz, Raul [D-CA-25]
439	Rep. Jayapal, Pramila [D-WA-7]	Rep. Leger Fernandez, Teresa [D-NM-3]
440	Rep. Jayapal, Pramila [D-WA-7]	Rep. Krishnamoorthi, Raja [D-IL-8]
441	Rep. Jayapal, Pramila [D-WA-7]	Rep. Bush, Cori [D-MO-1]
442	Rep. Jayapal, Pramila [D-WA-7]	Rep. Goldman, Daniel S. [D-NY-10]
443	Rep. Jayapal, Pramila [D-WA-7]	Rep. Kim, Andy [D-NJ-3]
444	Rep. Jayapal, Pramila [D-WA-7]	Rep. Meeks, Gregory W. [D-NY-5]
445	Rep. Lawler, Michael [R-NY-17]	Rep. Correa, J. Luis [D-CA-46]
446	Rep. Lawler, Michael [R-NY-17]	Rep. Davis, Donald G. [D-NC-1]
447	Rep. Bishop, Dan [R-NC-8]	Rep. LaTurner, Jake [R-KS-2]
448	Rep. Bishop, Dan [R-NC-8]	Rep. Guest, Michael [R-MS-3]
449	Rep. Bishop, Dan [R-NC-8]	Rep. Lamborn, Doug [R-CO-5]
450	Rep. Bishop, Dan [R-NC-8]	Rep. Buck, Ken [R-CO-4]
451	Rep. Bishop, Dan [R-NC-8]	Rep. Perry, Scott [R-PA-10]
452	Rep. Bishop, Dan [R-NC-8]	Rep. Ellzey, Jake [R-TX-6]
453	Rep. Bishop, Dan [R-NC-8]	Rep. Joyce, John [R-PA-13]
454	Rep. Bishop, Dan [R-NC-8]	Rep. Massie, Thomas [R-KY-4]
455	Rep. Bishop, Dan [R-NC-8]	Rep. Lesko, Debbie [R-AZ-8]
456	Rep. Bishop, Dan [R-NC-8]	Rep. Bost, Mike [R-IL-12]
457	Rep. Bishop, Dan [R-NC-8]	Rep. Grothman, Glenn [R-WI-6]
458	Rep. Bishop, Dan [R-NC-8]	Rep. Steube, W. Gregory [R-FL-17]
459	Rep. Bishop, Dan [R-NC-8]	Rep. Duncan, Jeff [R-SC-3]
460	Rep. Bishop, Dan [R-NC-8]	Rep. Davidson, Warren [R-OH-8]
461	Rep. Bishop, Dan [R-NC-8]	Rep. Burlison, Eric [R-MO-7]
462	Rep. Bishop, Dan [R-NC-8]	Rep. Boebert, Lauren [R-CO-3]
463	Rep. Bishop, Dan [R-NC-8]	Rep. Cline, Ben [R-VA-6]
464	Rep. Bishop, Dan [R-NC-8]	Rep. Johnson, Mike [R-LA-4]
465	Rep. Bishop, Dan [R-NC-8]	Rep. Moolenaar, John R. [R-MI-2]
466	Rep. Bishop, Dan [R-NC-8]	Rep. Good, Bob [R-VA-5]
467	Rep. Bishop, Dan [R-NC-8]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
468	Rep. Bishop, Dan [R-NC-8]	Rep. Luna, Anna Paulina [R-FL-13]
469	Rep. Bishop, Dan [R-NC-8]	Rep. Hageman, Harriet M. [R-WY-At Large]
470	Rep. Bishop, Dan [R-NC-8]	Rep. Tenney, Claudia [R-NY-24]
471	Rep. Bishop, Dan [R-NC-8]	Rep. Brecheen, Josh [R-OK-2]
472	Rep. Bishop, Dan [R-NC-8]	Rep. Ogles, Andrew [R-TN-5]
473	Rep. Bishop, Dan [R-NC-8]	Rep. McClintock, Tom [R-CA-5]
474	Rep. Bishop, Dan [R-NC-8]	Rep. Roy, Chip [R-TX-21]
475	Rep. Bishop, Dan [R-NC-8]	Rep. Arrington, Jodey C. [R-TX-19]
476	Rep. Bishop, Dan [R-NC-8]	Rep. Carl, Jerry L. [R-AL-1]
477	Rep. Bishop, Dan [R-NC-8]	Rep. Miller, Mary E. [R-IL-15]
478	Rep. Bishop, Dan [R-NC-8]	Rep. Hudson, Richard [R-NC-9]
479	Rep. Bishop, Dan [R-NC-8]	"Rep. Crawford, Eric A. ""Rick"" [R-AR-1]"
480	Rep. Bishop, Dan [R-NC-8]	Rep. Estes, Ron [R-KS-4]
481	Rep. Bishop, Dan [R-NC-8]	Rep. Fallon, Pat [R-TX-4]
482	Rep. Bishop, Dan [R-NC-8]	Rep. Bilirakis, Gus M. [R-FL-12]
483	Rep. Bishop, Dan [R-NC-8]	Rep. Gaetz, Matt [R-FL-1]
484	Rep. Bishop, Dan [R-NC-8]	Rep. Gooden, Lance [R-TX-5]
485	Rep. Bishop, Dan [R-NC-8]	Rep. Fitzgerald, Scott [R-WI-5]
486	Rep. Bishop, Dan [R-NC-8]	Rep. Jackson, Ronny [R-TX-13]
487	Rep. Bishop, Dan [R-NC-8]	Rep. Hern, Kevin [R-OK-1]
488	Rep. Bishop, Dan [R-NC-8]	Rep. Wittman, Robert J. [R-VA-1]
489	Rep. Bishop, Dan [R-NC-8]	Rep. Babin, Brian [R-TX-36]
490	Rep. Bishop, Dan [R-NC-8]	Rep. Cloud, Michael [R-TX-27]
491	Rep. Bishop, Dan [R-NC-8]	Rep. Van Drew, Jefferson [R-NJ-2]
492	Rep. Bishop, Dan [R-NC-8]	Rep. Moore, Barry [R-AL-2]
493	Rep. Bishop, Dan [R-NC-8]	Rep. Mace, Nancy [R-SC-1]
494	Rep. Bishop, Dan [R-NC-8]	Rep. Obernolte, Jay [R-CA-23]
495	Rep. Bishop, Dan [R-NC-8]	Rep. LaMalfa, Doug [R-CA-1]
496	Rep. Bishop, Dan [R-NC-8]	Rep. Norman, Ralph [R-SC-5]
497	Rep. Bishop, Dan [R-NC-8]	Rep. Waltz, Michael [R-FL-6]
498	Rep. Bishop, Dan [R-NC-8]	Rep. Reschenthaler, Guy [R-PA-14]
499	Rep. Bishop, Dan [R-NC-8]	Rep. Posey, Bill [R-FL-8]
500	Rep. Bishop, Dan [R-NC-8]	Rep. Santos, George [R-NY-3]
501	Rep. Bishop, Dan [R-NC-8]	Rep. Aderholt, Robert B. [R-AL-4]
502	Rep. Bishop, Dan [R-NC-8]	Rep. Burgess, Michael C. [R-TX-26]
503	Rep. Bishop, Dan [R-NC-8]	Rep. Crane, Elijah [R-AZ-2]
504	Rep. Bishop, Dan [R-NC-8]	Rep. Walberg, Tim [R-MI-5]
505	Rep. Bishop, Dan [R-NC-8]	Rep. Mast, Brian J. [R-FL-21]
506	Rep. Bishop, Dan [R-NC-8]	Rep. Murphy, Gregory F. [R-NC-3]
507	Rep. Bishop, Dan [R-NC-8]	Rep. Green, Mark E. [R-TN-7]
508	Rep. Bishop, Dan [R-NC-8]	Rep. Rouzer, David [R-NC-7]
509	Rep. Bishop, Dan [R-NC-8]	Rep. De La Cruz, Monica [R-TX-15]
510	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
511	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
512	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
513	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
514	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
515	Rep. Raskin, Jamie [D-MD-8]	Rep. Ivey, Glenn [D-MD-4]
516	Rep. Raskin, Jamie [D-MD-8]	Rep. Bowman, Jamaal [D-NY-16]
517	Rep. Raskin, Jamie [D-MD-8]	Rep. Green, Al [D-TX-9]
518	Rep. Raskin, Jamie [D-MD-8]	Rep. Jackson, Jonathan L. [D-IL-1]
519	Rep. Raskin, Jamie [D-MD-8]	Rep. Lee, Barbara [D-CA-12]
520	Rep. Raskin, Jamie [D-MD-8]	Rep. Moskowitz, Jared [D-FL-23]
521	Rep. Raskin, Jamie [D-MD-8]	Del. Norton, Eleanor Holmes [D-DC-At Large]
522	Rep. Raskin, Jamie [D-MD-8]	Rep. Thompson, Bennie G. [D-MS-2]
523	Rep. Raskin, Jamie [D-MD-8]	Rep. Tlaib, Rashida [D-MI-12]
524	Rep. Raskin, Jamie [D-MD-8]	Rep. Watson Coleman, Bonnie [D-NJ-12]
525	Rep. Raskin, Jamie [D-MD-8]	Rep. Mfume, Kweisi [D-MD-7]
526	Rep. Raskin, Jamie [D-MD-8]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"
527	Rep. Raskin, Jamie [D-MD-8]	Rep. Castor, Kathy [D-FL-14]
528	Rep. Biggs, Andy [R-AZ-5]	Rep. Rosendale Sr., Matthew M. [R-MT-2]
529	Rep. Biggs, Andy [R-AZ-5]	Rep. Gaetz, Matt [R-FL-1]
530	Rep. Biggs, Andy [R-AZ-5]	Rep. Good, Bob [R-VA-5]
531	Rep. Biggs, Andy [R-AZ-5]	Rep. Roy, Chip [R-TX-21]
532	Rep. Biggs, Andy [R-AZ-5]	Rep. Crane, Elijah [R-AZ-2]
533	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Carter, John R. [R-TX-31]
534	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Self, Keith [R-TX-3]
535	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Higgins, Clay [R-LA-3]
536	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Foxx, Virginia [R-NC-5]
537	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Johnson, Dusty [R-SD-At Large]
538	Rep. Weber, Randy K., Sr. [R-TX-14]	Rep. Rutherford, John H. [R-FL-5]
539	Rep. Nehls, Troy E. [R-TX-22]	Rep. Pappas, Chris [D-NH-1]
540	Rep. Nehls, Troy E. [R-TX-22]	Rep. Boebert, Lauren [R-CO-3]
541	Rep. Nehls, Troy E. [R-TX-22]	Rep. Gaetz, Matt [R-FL-1]
542	Rep. Nehls, Troy E. [R-TX-22]	Rep. Biggs, Andy [R-AZ-5]
543	Rep. Nehls, Troy E. [R-TX-22]	Rep. De La Cruz, Monica [R-TX-15]
544	Rep. Nehls, Troy E. [R-TX-22]	Rep. Babin, Brian [R-TX-36]
545	Rep. Nehls, Troy E. [R-TX-22]	Rep. Van Orden, Derrick [R-WI-3]
546	Rep. Nehls, Troy E. [R-TX-22]	Rep. Waltz, Michael [R-FL-6]
547	Rep. LaLota, Nick [R-NY-1]	Rep. Courtney, Joe [D-CT-2]
548	Rep. LaLota, Nick [R-NY-1]	Rep. Lawler, Michael [R-NY-17]
549	Rep. LaLota, Nick [R-NY-1]	Rep. D'Esposito, Anthony [R-NY-4]
550	Rep. LaLota, Nick [R-NY-1]	Rep. Garbarino, Andrew R. [R-NY-2]
551	Rep. LaLota, Nick [R-NY-1]	Rep. DeLauro, Rosa L. [D-CT-3]
552	Rep. LaLota, Nick [R-NY-1]	Rep. Himes, James A. [D-CT-4]
553	Rep. LaLota, Nick [R-NY-1]	Rep. Suozzi, Thomas R. [D-NY-3]
554	Rep. Espaillat, Adriano [D-NY-13]	Del. Norton, Eleanor Holmes [D-DC-At Large]
555	Rep. Williams, Nikema [D-GA-5]	Rep. Jacobs, Sara [D-CA-51]
556	Rep. Williams, Nikema [D-GA-5]	Rep. Garcia, Sylvia R. [D-TX-29]
557	Rep. Williams, Nikema [D-GA-5]	Rep. Escobar, Veronica [D-TX-16]
558	Rep. Williams, Nikema [D-GA-5]	Rep. Lee, Barbara [D-CA-12]
559	Rep. Williams, Nikema [D-GA-5]	Rep. Porter, Katie [D-CA-47]
560	Rep. Neal, Richard E. [D-MA-1]	Rep. Allred, Colin Z. [D-TX-32]
561	Rep. Neal, Richard E. [D-MA-1]	Rep. Auchincloss, Jake [D-MA-4]
562	Rep. Neal, Richard E. [D-MA-1]	Rep. Barragan, Nanette Diaz [D-CA-44]
563	Rep. Neal, Richard E. [D-MA-1]	Rep. Beatty, Joyce [D-OH-3]
564	Rep. Neal, Richard E. [D-MA-1]	Rep. Beyer, Donald S., Jr. [D-VA-8]
565	Rep. Neal, Richard E. [D-MA-1]	Rep. Blumenauer, Earl [D-OR-3]
566	Rep. Neal, Richard E. [D-MA-1]	Rep. Blunt Rochester, Lisa [D-DE-At Large]
567	Rep. Neal, Richard E. [D-MA-1]	Rep. Bonamici, Suzanne [D-OR-1]
568	Rep. Neal, Richard E. [D-MA-1]	Rep. Boyle, Brendan F. [D-PA-2]
569	Rep. Neal, Richard E. [D-MA-1]	Rep. Brownley, Julia [D-CA-26]
570	Rep. Neal, Richard E. [D-MA-1]	Rep. Carson, Andre [D-IN-7]
571	Rep. Neal, Richard E. [D-MA-1]	Rep. Clarke, Yvette D. [D-NY-9]
572	Rep. Neal, Richard E. [D-MA-1]	Rep. Chu, Judy [D-CA-28]
573	Rep. Neal, Richard E. [D-MA-1]	Rep. Connolly, Gerald E. [D-VA-11]
574	Rep. Neal, Richard E. [D-MA-1]	Rep. Courtney, Joe [D-CT-2]
575	Rep. Neal, Richard E. [D-MA-1]	Rep. Cuellar, Henry [D-TX-28]
576	Rep. Neal, Richard E. [D-MA-1]	Rep. Davis, Danny K. [D-IL-7]
577	Rep. Neal, Richard E. [D-MA-1]	Rep. Dean, Madeleine [D-PA-4]
578	Rep. Neal, Richard E. [D-MA-1]	Rep. DelBene, Suzan K. [D-WA-1]
579	Rep. Neal, Richard E. [D-MA-1]	Rep. Doggett, Lloyd [D-TX-37]
580	Rep. Neal, Richard E. [D-MA-1]	Rep. Evans, Dwight [D-PA-3]
581	Rep. Neal, Richard E. [D-MA-1]	Rep. Garamendi, John [D-CA-8]
582	Rep. Neal, Richard E. [D-MA-1]	"Rep. Garcia, Jesus G. ""Chuy"" [D-IL-4]"
583	Rep. Neal, Richard E. [D-MA-1]	Rep. Garcia, Sylvia R. [D-TX-29]
584	Rep. Neal, Richard E. [D-MA-1]	Rep. Golden, Jared F. [D-ME-2]
585	Rep. Neal, Richard E. [D-MA-1]	Rep. Gomez, Jimmy [D-CA-34]
586	Rep. Neal, Richard E. [D-MA-1]	Rep. Grijalva, Raúl M. [D-AZ-7]
587	Rep. Neal, Richard E. [D-MA-1]	Rep. Hayes, Jahana [D-CT-5]
588	Rep. Neal, Richard E. [D-MA-1]	Rep. Higgins, Brian [D-NY-26]
589	Rep. Neal, Richard E. [D-MA-1]	Rep. Horsford, Steven [D-NV-4]
590	Rep. Neal, Richard E. [D-MA-1]	Rep. Huffman, Jared [D-CA-2]
591	Rep. Neal, Richard E. [D-MA-1]	"Rep. Johnson, Henry C. ""Hank,"" Jr. [D-GA-4]"
592	Rep. Neal, Richard E. [D-MA-1]	Rep. Kaptur, Marcy [D-OH-9]
593	Rep. Neal, Richard E. [D-MA-1]	Rep. Khanna, Ro [D-CA-17]
594	Rep. Neal, Richard E. [D-MA-1]	Rep. Keating, William R. [D-MA-9]
595	Rep. Neal, Richard E. [D-MA-1]	Rep. Kelly, Robin L. [D-IL-2]
596	Rep. Neal, Richard E. [D-MA-1]	Rep. Kildee, Daniel T. [D-MI-8]
